time,DJ_over_J,DJint,Fy,Jint,ce_int,external_work,fracture_energy,kinetic_energy,max_disp_y,nucleation_energy,preset_ext_work,strain_energy
7.5e-07,8.9263551828175,-2.2648737211528e-08,105.04693040959,-2.5372883722042e-09,-0.17782913770802,0.013793513582034,0,0.0075843134896774,8.5280160600323e-05,0.059276379236008,0.015989977724561,0.0081147497388743
8e-07,14.641065298219,-1.6411352309997e-08,111.40549586925,-1.1209124456261e-09,-0.1943204489072,0.015159726387027,0,0.0080602860910361,9.1525364599157e-05,0.064773482969066,0.017210466060528,0.0088363825977691
8.5e-07,28.942896796538,-9.1106725447703e-09,113.02508308006,-3.1478094984121e-10,-0.20764997313318,0.01638257288779,0,0.0086090483666959,9.7135212731751e-05,0.069216657711059,0.01828707322254,0.0093259068309821
9e-07,2.2018546067622,-3.3702366423083e-09,109.63211135792,-1.5306354161432e-09,-0.21886255678617,0.017416872647072,0,0.0092094404234738,0.00010221346606632,0.07295418559539,0.019225625499839,0.0096673435252135
9.5e-07,-0.32592748238819,1.3453002922e-09,102.80935750911,-4.1276061851013e-09,-0.22644326650099,0.018302810472259,0,0.0097730460132541,0.00010705396311927,0.075481088833663,0.020082731104594,0.010002883144119
1e-06,-0.99740383598502,6.0481756780596e-09,95.302825233003,-6.0639186053325e-09,-0.23317252912622,0.019126042949727,0,0.010266643665169,0.00011201201320603,0.077724176375406,0.020941853082779,0.010394626243716
1.05e-06,-1.7445549984035,1.0642839349482e-08,89.947889838948,-6.1006040848362e-09,-0.24680368057853,0.019975397066248,0,0.010752972871743,0.00011736961549237,0.082267893526176,0.021881001927853,0.010827962530574
1.1e-06,-2.8763968709789,1.3930859662505e-08,88.624268378852,-4.8431632654935e-09,-0.25962308774186,0.020922800101524,0,0.011300872147703,0.00012323530983305,0.086541029247286,0.022944256579154,0.011311591274735
1.15e-06,-4.1796093481859,1.4983931188807e-08,91.61712997202,-3.5850075785936e-09,-0.27348415675342,0.022012336665301,0,0.011892754900262,0.00012951798377366,0.091161385584472,0.024127283511223,0.011907176648658
1.2e-06,-5.2965773196401,1.4393257328344e-08,97.595523099173,-2.7174638374432e-09,-0.28424056187239,0.023242416197591,0,0.012453148558212,0.00013597741875833,0.094746853957463,0.02538141639619,0.012639145003266
1.25e-06,-8.5207853474891,1.3928820803596e-08,104.18496488228,-1.6346874420092e-09,-0.29655213171542,0.024553550267588,0,0.012953168876981,0.00014232646669883,0.098850710571808,0.026633872812969,0.013416186267814
1.3e-06,1801.7389252796,1.4624389226632e-08,108.8960018112,8.1168192691194e-12,-0.31206763828641,0.025846913246626,0,0.013446824727118,0.00014834255458685,0.10402254609547,0.027815908005929,0.014088831163364
