time,Fx,Fy
5.3741612480714e-05,2583.0344191125,0.84365551748447
5.3741614388062e-05,2583.0367028088,0.84365817691583
5.3741616295411e-05,2583.0389865797,0.8436608364539
5.374161820276e-05,2583.0412704249,0.84366349609816
5.3741620110108e-05,2583.0435543445,0.84366615584936
5.3741622017457e-05,2583.0458383384,0.84366881570516
5.3741623924805e-05,2583.0481224068,0.84367147566559
5.3741625832154e-05,2583.0504065496,0.84367413573819
5.3741627739503e-05,2583.0526907668,0.84367679592096
5.3741629646851e-05,2583.0549750585,0.84367945620954
5.37416315542e-05,2583.0572594245,0.84368211661261
5.3741633461549e-05,2583.0595438651,0.84368477713452
5.3741635368897e-05,2583.06182838,0.84368743777226
5.3741637276246e-05,2583.0641129695,0.8436900985201
5.3741639183595e-05,2583.0663976333,0.84369275936537
5.3741641090943e-05,2583.0686823716,0.84369542031313
5.3741642998292e-05,2583.0709671842,0.84369808136708
5.374164490564e-05,2583.0732520712,0.84370074252532
5.3741646812989e-05,2583.0755370326,0.84370340378227
5.3741648720338e-05,2583.0778220684,0.84370606514737
5.3741650627686e-05,2583.0801071787,0.84370872662404
5.3741652535035e-05,2583.0823923635,0.84371138820903
5.3741654442384e-05,2583.0846776228,0.8437140499092
5.3741656349732e-05,2583.0869629563,0.84371671172728
5.3741658257081e-05,2583.0892483643,0.84371937365707
5.374166016443e-05,2583.0915338467,0.84372203570501
5.3741662071778e-05,2583.0938194034,0.84372469785287
5.3741663979127e-05,2583.0961050346,0.84372736010961
5.3741665886475e-05,2583.0983907402,0.84373002247962
5.3741667793824e-05,2583.1006765201,0.84373268497301
5.3741669701173e-05,2583.1029623744,0.84373534758123
5.3741671608521e-05,2583.1052483031,0.84373801028751
5.374167351587e-05,2583.1075343062,0.84374067310992
5.3741675423219e-05,2583.1098203837,0.84374333605655
5.3741677330567e-05,2583.1121065356,0.84374599911713
5.3741679237916e-05,2583.114392762,0.84374866228965
5.3741681145264e-05,2583.1166790627,0.84375132556822
5.3741683052613e-05,2583.1189654379,0.84375398895768
5.3741684959962e-05,2583.1212518873,0.84375665246438
5.374168686731e-05,2583.1235384112,0.84375931608508
5.3741688774659e-05,2583.1258250096,0.84376197981704
5.3741690682008e-05,2583.1281116826,0.84376464365076
5.3741692589356e-05,2583.1303984299,0.84376730759235
5.3741694496705e-05,2583.1326852517,0.84376997164781
5.3741696404054e-05,2583.1349721479,0.8437726358087
5.3741698311402e-05,2583.1372591185,0.84377530007801
5.3741700218751e-05,2583.1395461636,0.84377796445321
5.3741702126099e-05,2583.1418332832,0.84378062893677
5.3741704033448e-05,2583.1441204773,0.84378329353472
5.3741705940797e-05,2583.1464077457,0.84378595825424
